age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country
35,57,16,14,44,9,46,76,39,0,0,50,73
41,57,10,9,44,38,74,4,19,0,0,40,73
35,57,17,16,41,58,29,3,39,0,0,40,68
32,57,8,7,11,38,74,76,19,0,0,40,73
22,57,14,10,44,25,51,76,39,0,0,40,73
35,57,15,13,41,61,29,76,39,0,0,40,73
39,57,10,9,41,9,29,76,39,0,0,40,73
48,57,10,9,77,0,74,76,19,0,0,40,73
50,37,14,10,41,59,29,76,39,0,0,40,73
47,57,11,15,41,61,29,76,39,0,0,45,73
27,57,14,10,44,0,46,76,19,0,0,40,73
27,57,14,10,44,61,46,76,19,0,0,40,73
26,57,10,9,11,17,46,3,39,0,0,40,53
20,57,10,9,44,49,51,76,19,0,0,30,73
40,57,10,9,44,38,46,76,19,0,0,40,73
49,57,5,4,44,38,46,3,39,0,0,45,36
23,57,7,6,44,25,48,47,39,0,0,40,73
27,57,12,12,44,61,51,76,19,0,0,40,73
41,57,8,7,11,49,46,76,39,0,0,40,73
37,57,2,2,41,49,29,76,39,0,0,53,43
21,57,14,10,44,69,51,76,39,0,0,35,73
35,57,8,7,41,9,29,76,39,0,0,40,73
34,57,10,9,41,71,29,76,39,0,0,50,73
28,57,10,9,41,25,29,76,39,0,0,38,73
39,18,15,13,11,16,74,4,19,0,0,40,73
31,57,14,10,41,16,29,76,39,0,0,40,73
20,57,10,9,44,59,51,76,39,0,0,40,73
45,57,16,14,44,0,46,3,19,0,0,40,53
45,57,15,13,41,58,29,76,39,0,0,55,73
34,57,14,10,41,58,29,4,39,0,0,40,34
45,57,12,12,11,9,46,76,39,0,0,40,73
48,64,11,15,41,58,29,76,39,0,0,35,73
47,57,17,16,41,58,29,76,39,0,0,60,73
55,57,14,10,41,16,29,76,39,0,0,60,73
25,57,10,9,44,38,48,76,39,0,0,40,73
53,18,16,14,41,0,29,76,39,0,0,40,73
27,57,10,9,44,71,51,76,19,0,0,15,73
30,57,12,12,44,49,48,3,39,0,0,40,75
47,57,3,3,41,49,29,4,39,0,0,40,34
32,57,10,9,44,38,46,76,39,0,0,40,73
47,57,10,9,41,9,29,76,39,0,0,40,73
19,57,10,9,44,58,46,76,19,0,0,40,73
43,57,10,9,11,38,51,76,19,0,0,40,10
23,57,14,10,44,0,46,76,19,0,0,24,22
37,57,10,9,11,0,74,76,19,0,0,45,73
18,57,10,9,44,49,51,76,39,0,0,25,73
30,57,13,11,11,16,46,76,39,0,0,40,73
33,57,17,16,41,58,29,76,39,0,0,60,73
30,57,15,13,44,61,46,76,19,0,0,30,73
51,57,15,13,41,38,29,76,39,0,0,25,73
53,57,7,6,11,0,74,76,19,0,0,48,73
20,57,8,7,44,71,51,76,39,0,0,15,73
33,64,14,10,44,17,46,76,39,0,0,72,73
41,37,14,10,11,16,74,76,19,0,0,25,73
44,57,13,11,41,9,29,4,39,0,0,40,73
43,57,15,13,41,58,29,76,39,0,0,40,73
18,57,8,7,44,49,51,76,39,0,0,20,73
19,57,14,10,44,49,51,76,39,0,0,20,73
32,57,14,10,11,9,74,76,39,0,0,40,73
40,67,10,9,41,9,29,76,39,0,0,40,73
43,57,10,9,41,16,29,76,39,0,0,40,73
53,37,14,10,11,0,46,76,19,0,0,40,73
23,67,15,13,44,69,46,76,19,0,0,20,73
27,57,3,3,44,17,74,76,39,0,0,48,23
23,37,15,13,44,58,51,3,19,0,0,35,7
56,64,14,10,41,17,29,76,39,0,0,50,73
50,57,10,9,11,49,46,76,39,0,0,40,73
45,67,16,14,11,59,46,76,39,0,0,50,73
46,57,14,10,41,16,78,76,19,0,0,40,73
50,57,10,9,41,38,78,76,19,0,0,40,73
27,57,14,10,44,0,51,4,39,0,0,40,73
23,57,10,9,44,25,48,4,39,0,0,40,73
37,57,10,9,11,17,74,76,39,0,0,45,73
22,57,10,9,11,61,51,76,19,0,0,33,73
35,57,10,9,41,49,48,4,39,0,0,40,73
34,57,10,9,41,61,29,76,19,0,0,40,73
32,57,10,9,41,9,29,76,39,0,0,40,73
31,57,10,9,44,25,46,76,39,0,0,60,73
22,57,10,9,44,25,51,76,39,0,0,40,73
30,64,14,10,11,9,46,76,39,0,0,35,73
34,57,16,14,44,16,46,76,19,0,0,50,73
33,57,14,10,44,38,46,76,39,0,0,40,73
53,37,16,14,41,0,29,76,39,0,0,38,73
23,57,10,9,44,61,51,76,39,0,0,40,73
44,57,10,9,41,9,29,76,39,0,0,40,73
36,57,10,9,44,61,46,76,19,0,0,40,73
50,57,10,9,44,25,51,76,39,0,0,25,73
29,57,13,11,41,17,29,76,39,0,0,40,73
25,57,10,9,41,69,48,76,19,0,0,48,73
29,37,15,13,44,59,46,76,39,0,0,56,73
36,57,10,9,41,9,29,76,39,0,0,70,73
41,64,10,9,41,16,29,76,39,0,0,40,73
36,57,10,9,65,61,74,4,19,0,0,17,73
30,37,14,10,44,0,51,76,19,0,0,10,73
26,57,15,13,44,58,46,76,19,0,0,40,73
33,18,12,12,44,0,74,4,19,0,0,40,73
40,57,15,13,41,61,29,76,39,0,0,50,73
31,57,16,14,44,58,46,76,39,0,0,30,73
60,57,10,9,41,0,78,76,19,0,0,40,73
53,67,17,16,41,58,29,76,39,0,0,40,73
34,57,10,9,41,61,29,76,39,0,0,60,73
46,64,5,4,41,16,29,76,39,0,0,75,22
46,57,5,4,65,49,46,76,19,0,0,32,73
33,67,17,16,41,58,29,3,39,0,0,50,27
29,57,14,10,44,69,46,76,19,0,0,40,73
21,57,14,10,44,61,48,76,19,0,0,40,54
53,57,10,9,11,58,46,76,39,0,0,40,73
40,63,15,13,65,9,51,76,39,0,0,50,73
21,57,10,9,44,17,51,76,39,0,0,45,73
40,57,8,7,44,49,48,76,39,0,0,40,73
54,57,16,14,77,0,74,76,19,0,0,38,73
36,57,15,13,41,61,29,76,39,0,0,40,73
64,57,10,9,41,25,29,76,39,0,0,18,73
30,57,15,13,44,16,46,76,39,0,0,55,73
36,57,10,9,41,49,78,3,19,0,0,2,68
33,57,15,13,41,61,29,76,39,0,0,60,73
40,63,15,13,41,16,29,76,39,0,0,50,73
20,57,10,9,44,61,46,76,19,0,0,40,73
32,57,10,9,11,9,46,76,39,0,0,40,73
45,57,15,13,42,16,74,76,39,0,0,40,73
24,57,15,13,44,69,51,76,39,0,0,40,73
21,57,14,10,44,69,51,76,19,0,0,25,13
24,57,10,9,11,16,46,76,19,0,0,40,73
18,57,10,9,44,0,51,76,19,0,0,40,73
41,67,15,13,41,16,29,3,39,0,0,40,73
52,37,10,9,11,0,74,4,19,0,0,40,73
29,57,5,4,41,49,78,76,19,0,0,40,43
45,57,14,10,11,16,46,76,19,0,0,40,73
30,57,10,9,11,0,46,76,19,0,0,40,73
24,57,10,9,44,49,46,76,19,0,0,30,73
46,57,15,13,44,9,46,76,19,0,0,40,73
37,57,15,13,41,49,29,3,39,0,0,30,7
27,57,10,9,44,71,46,76,39,0,0,60,73
27,57,10,9,11,16,74,76,19,0,0,40,73
19,57,10,9,44,0,46,76,19,0,0,30,73
61,18,10,9,44,0,74,76,19,0,0,35,60
26,57,10,9,41,61,29,76,39,0,0,65,73
20,57,10,9,44,49,51,76,39,0,0,50,73
53,57,8,7,11,49,74,76,19,0,0,40,73
47,57,10,9,41,61,29,76,39,0,0,50,73
37,57,10,9,41,16,29,76,39,0,0,40,73
43,63,10,9,41,9,29,76,39,0,0,60,73
58,37,16,14,77,58,74,76,39,0,0,35,73
37,57,9,8,11,9,51,76,39,0,0,35,73
35,57,10,9,11,49,74,76,19,0,0,40,73
37,57,15,13,11,58,46,76,19,0,0,40,73
46,57,10,9,41,9,29,76,39,0,0,40,73
19,57,10,9,44,25,46,76,39,0,0,40,73
62,57,10,9,44,0,46,76,19,0,0,38,73
31,64,15,13,44,9,46,76,39,0,0,55,73
36,57,14,10,41,71,29,76,39,0,0,40,73
42,57,17,16,41,58,29,76,39,0,0,40,20
34,57,10,9,44,61,46,76,19,0,0,24,73
37,57,8,7,41,9,29,76,39,0,0,25,73
31,57,10,9,11,49,51,76,19,0,0,15,73
22,57,14,10,44,61,48,76,19,0,0,18,73
32,57,15,13,41,69,78,76,19,0,0,40,73
26,57,10,9,44,25,51,4,39,0,0,40,73
62,57,14,10,41,0,78,76,19,0,0,38,73
59,57,15,13,41,61,29,76,39,0,0,37,73
47,64,5,4,41,61,29,76,39,0,0,40,60
52,57,10,9,44,49,74,76,39,0,0,40,73
49,57,10,9,11,0,46,76,39,0,0,32,73
34,57,10,9,41,49,29,76,39,0,0,50,73
29,57,15,13,41,71,29,76,39,0,0,20,73
70,57,10,9,11,49,46,76,19,0,0,23,73
78,63,10,9,77,61,46,76,39,0,0,45,73
33,57,10,9,44,0,74,4,19,0,0,40,73
60,57,13,11,77,16,74,3,19,0,0,40,73
34,57,10,9,11,16,51,76,39,0,0,44,73
18,57,10,9,44,0,51,76,19,0,0,20,73
27,57,10,9,65,25,74,76,19,0,0,40,35
48,57,14,10,41,58,29,76,39,0,0,40,73
42,57,7,6,41,9,29,76,39,0,0,40,73
19,63,14,10,44,49,51,3,19,0,0,35,66
35,57,10,9,11,69,74,76,19,0,0,75,73
33,57,14,10,11,69,46,76,19,0,0,40,73
51,57,12,12,44,0,46,76,19,0,0,40,73
30,57,8,7,41,9,29,76,39,0,0,40,73
22,57,13,11,44,61,46,4,19,0,0,25,73
49,57,7,6,41,38,29,76,39,0,0,50,73
57,57,7,6,11,0,48,76,19,0,0,70,21
53,57,14,10,44,16,46,4,19,0,0,40,73
34,37,10,9,41,59,29,76,39,0,0,40,73
50,63,14,10,65,16,74,76,19,0,0,75,73
20,57,14,10,44,49,51,76,39,0,0,27,73
24,57,10,9,44,49,46,76,19,0,0,35,73
54,37,14,10,11,16,74,4,19,0,0,35,73
28,64,14,10,41,9,29,76,39,0,0,40,73
29,57,12,12,44,69,51,76,39,0,0,40,73
37,57,10,9,11,49,46,76,39,0,0,40,73
47,57,15,13,41,61,29,4,39,0,0,40,73
35,64,15,13,11,16,74,76,19,0,0,55,73
43,57,14,10,11,58,74,76,19,0,0,38,73
47,18,15,13,41,16,29,76,39,0,0,40,73
20,57,14,10,44,58,46,76,19,0,0,30,73
23,57,6,5,44,38,48,76,19,0,0,40,43
23,57,15,13,44,16,46,76,19,0,0,50,73
43,57,10,9,11,0,46,76,19,0,0,40,73
42,57,13,11,41,0,29,76,39,0,0,32,73
38,57,14,10,41,16,78,76,19,0,0,38,73
60,57,14,10,77,61,74,76,19,0,0,27,73
25,57,14,10,65,56,48,76,19,0,0,30,14
28,67,14,10,41,0,29,3,39,0,0,20,73
27,37,10,9,44,17,51,76,39,0,0,40,73
38,57,12,12,11,9,74,76,19,0,0,40,73
46,57,10,9,11,16,46,76,19,0,0,40,73
33,37,10,9,11,59,74,76,39,0,0,40,73
34,57,10,9,11,49,74,76,19,0,0,36,73
58,64,10,9,41,9,29,76,39,0,0,60,73
35,57,10,9,44,71,51,3,39,0,0,60,73
36,37,10,9,44,0,46,76,39,0,0,40,73
37,57,14,10,41,9,29,76,39,0,0,35,73
40,57,10,9,41,61,29,76,39,0,0,60,73
19,57,10,9,44,49,51,3,19,0,0,40,73
21,57,14,10,44,69,51,76,19,0,0,35,73
54,57,12,12,11,16,74,76,19,0,0,55,73
26,57,14,10,41,59,29,76,39,0,0,40,73
26,57,15,13,44,0,51,3,39,0,0,40,68
48,57,14,10,11,9,46,76,39,0,0,40,73
50,64,11,15,11,61,46,76,39,0,0,50,73
32,57,13,11,41,9,29,76,39,0,0,40,73
33,57,15,13,44,69,46,76,19,0,0,45,73
30,57,10,9,11,71,46,76,39,0,0,52,73
38,57,10,9,65,61,74,76,19,0,0,10,73
38,37,14,10,41,59,29,76,39,0,0,72,73
32,57,12,12,41,0,29,76,39,0,0,45,73
27,57,10,9,41,71,29,76,39,0,0,50,73
23,57,8,7,44,49,48,76,39,0,0,40,53
20,57,14,10,44,49,46,76,19,0,0,40,73
48,57,15,13,41,16,29,76,39,0,0,55,73
20,57,10,9,44,49,51,76,19,0,0,25,73
64,57,10,9,41,16,29,76,39,0,0,20,73
23,57,10,9,44,61,48,4,19,0,0,25,34
30,57,15,13,44,58,51,76,19,0,0,40,73
26,57,10,9,41,61,29,76,39,0,0,48,73
43,57,10,9,41,9,29,76,39,0,0,40,73
33,57,10,9,41,9,29,76,39,0,0,50,73
29,67,15,13,41,58,29,76,39,0,0,50,73
28,57,14,10,44,71,46,76,39,0,0,50,73
20,57,14,10,44,49,46,76,19,0,0,25,73
49,57,3,3,41,9,29,76,39,0,0,40,73
32,57,14,10,41,61,29,76,39,0,0,32,73
25,57,14,10,44,16,51,3,39,0,0,40,7
50,57,11,15,41,58,29,76,39,0,0,60,73
44,57,10,9,41,0,78,76,19,0,0,38,73
38,57,10,9,41,0,29,76,39,0,0,40,73
36,37,14,10,11,25,46,76,39,0,0,50,73
23,67,14,10,44,59,46,76,39,0,0,40,73
49,67,14,10,41,38,29,76,39,0,0,40,73
39,37,16,14,41,58,29,76,39,0,0,72,73
20,57,14,10,44,38,48,3,39,0,0,40,75
19,57,10,9,44,49,51,76,19,0,0,40,73
45,57,14,10,11,59,46,76,39,0,0,70,73
44,57,10,9,41,71,29,76,39,0,0,40,13
36,57,7,6,41,9,29,76,39,0,0,70,43
47,57,10,9,41,49,29,76,39,0,0,40,73
37,57,11,15,41,61,29,76,39,0,0,45,73
36,37,10,9,41,0,78,3,19,0,0,40,7
32,57,14,10,41,38,29,76,39,0,0,40,73
17,57,7,6,44,61,51,76,39,0,0,30,73
42,57,15,13,41,16,29,76,39,0,0,40,73
17,57,8,7,44,61,51,76,39,0,0,20,73
40,57,15,13,44,16,46,76,39,0,0,30,6
47,37,9,8,41,0,29,76,39,0,0,35,60
33,57,14,10,11,0,46,76,19,0,0,40,73
46,57,15,13,41,0,29,76,39,0,0,40,73
20,57,10,9,44,49,46,76,19,0,0,30,73
55,57,17,16,41,16,29,76,39,0,0,60,73
36,57,10,9,41,38,78,76,19,0,0,50,73
26,57,8,7,41,38,29,76,39,0,0,40,73
51,57,15,13,11,69,74,76,19,0,0,40,73
54,57,14,10,44,61,46,4,39,0,0,41,73
23,57,14,10,44,38,51,4,39,0,0,40,73
35,64,10,9,41,17,29,76,39,0,0,30,73
19,57,9,8,44,49,51,76,19,0,0,20,73
25,57,14,10,42,0,74,76,19,0,0,22,73
33,57,10,9,41,38,29,76,39,0,0,40,73
36,57,10,9,44,9,46,3,39,0,0,70,66
59,57,8,7,41,71,29,1,39,0,0,40,73
27,57,3,3,41,71,29,76,39,0,0,40,43
48,64,15,13,41,58,78,76,19,0,0,20,73
65,57,14,10,77,0,46,76,19,0,0,15,73
20,57,10,9,44,0,51,76,19,0,0,40,73
54,57,10,9,41,16,29,76,39,0,0,55,73
44,57,14,10,41,16,29,76,39,0,0,50,73
31,57,14,10,41,0,78,76,19,0,0,40,73
25,63,12,12,44,61,46,76,39,0,0,60,73
37,64,10,9,44,9,51,76,39,0,0,35,73
48,57,14,10,41,61,29,76,39,0,0,40,73
35,57,14,10,11,61,46,76,19,0,0,35,73
40,57,10,9,41,61,29,76,39,0,0,40,73
25,57,12,12,44,61,46,76,39,0,0,48,73
17,57,7,6,44,61,51,76,19,0,0,20,73
33,57,14,10,65,38,46,76,39,0,0,40,73
38,63,10,9,11,61,74,76,39,0,0,55,73
28,57,11,15,44,58,46,76,19,0,0,50,73
61,57,10,9,77,61,46,76,19,0,0,35,73
40,57,9,8,41,49,29,4,39,0,0,40,34
17,57,7,6,44,49,51,76,39,0,0,20,73
22,57,10,9,44,25,51,76,39,0,0,40,73
50,57,5,4,41,61,29,47,39,0,0,49,12
34,57,15,13,41,58,29,76,39,0,0,42,73
28,57,10,9,44,25,51,76,19,0,0,40,73
65,57,15,13,41,0,29,76,39,0,0,34,73
43,57,15,13,44,16,46,4,19,0,0,50,73
25,57,13,11,44,49,74,1,19,0,0,40,73
56,64,5,4,11,49,74,76,19,0,0,40,73
45,57,14,10,41,25,29,76,39,0,0,40,73
38,64,10,9,41,16,29,76,39,0,0,50,73
46,64,14,10,41,61,29,76,39,0,0,60,73
72,57,8,7,77,0,74,76,19,0,0,40,73
61,63,11,15,65,58,46,76,39,0,0,40,73
24,57,10,9,41,38,29,76,39,0,0,40,73
60,57,14,10,41,59,29,76,39,0,0,38,73
24,64,13,11,44,49,74,76,19,0,0,38,73
35,57,15,13,44,58,46,76,19,0,0,40,73
27,57,14,10,41,71,29,76,39,0,0,48,73
23,57,14,10,44,49,74,76,19,0,0,25,73
33,57,10,9,11,71,46,76,39,0,0,45,73
29,57,10,9,44,71,46,76,19,0,0,45,73
20,57,10,9,44,49,48,47,39,0,0,40,43
45,57,15,13,41,16,29,76,39,0,0,40,73
20,57,10,9,44,49,51,4,39,0,0,40,73
22,57,10,9,44,71,46,76,39,0,0,70,73
35,57,6,5,44,16,46,76,19,0,0,40,73
46,57,15,13,11,9,46,76,39,0,0,48,73
33,57,14,10,11,0,74,76,19,0,0,40,73
28,63,10,9,41,9,29,76,39,0,0,50,73
57,57,14,10,41,58,29,76,39,0,0,40,73
47,57,14,10,41,61,29,76,39,0,0,50,73
45,37,16,14,11,58,46,76,19,0,0,30,73
21,57,14,10,44,16,51,76,19,0,0,30,73
35,64,10,9,41,9,78,4,19,0,0,40,73
54,37,14,10,11,9,74,76,39,0,0,42,73
24,57,15,13,44,69,46,76,39,0,0,55,73
24,57,15,13,44,0,46,3,19,0,0,40,73
29,64,11,15,44,58,51,76,39,0,0,50,33
35,57,16,14,41,61,29,76,39,0,0,40,73
50,57,10,9,41,38,29,76,39,0,0,45,73
24,57,10,9,65,49,46,76,39,0,0,40,73
46,57,10,9,41,0,78,76,19,0,0,40,73
44,57,10,9,41,9,29,76,39,0,0,40,73
45,57,17,16,41,58,29,76,39,0,0,50,73
20,57,10,9,44,9,51,76,39,0,0,20,73
31,57,10,9,11,9,74,76,39,0,0,40,73
30,18,12,12,44,58,46,76,19,0,0,40,73
27,57,15,13,44,16,46,76,39,0,0,40,73
35,57,14,10,41,58,29,76,39,0,0,40,73
34,57,16,14,41,16,29,76,39,0,0,50,73
49,57,11,15,41,58,29,76,39,0,0,60,73
35,57,16,14,44,58,46,3,19,0,0,40,68
39,57,10,9,65,49,46,76,19,0,0,40,14
18,57,8,7,44,71,51,76,39,0,0,20,73
37,57,13,11,44,9,46,76,39,0,0,45,73
40,57,10,9,41,9,29,76,39,0,0,40,73
41,57,16,14,41,58,78,76,19,0,0,45,15
24,57,15,13,44,38,46,76,39,0,0,65,73
60,57,10,9,77,49,46,76,19,0,0,44,73
25,57,12,12,44,25,51,76,39,0,0,26,73
57,57,10,9,41,9,29,76,39,0,0,40,73
27,57,10,9,41,49,51,76,39,0,0,40,73
52,64,10,9,41,9,29,76,39,0,0,55,73
60,57,14,10,41,9,29,76,39,0,0,45,73
27,57,14,10,44,0,46,4,19,0,0,40,34
30,57,10,9,11,0,74,76,19,0,0,20,73
27,57,8,7,65,9,46,76,39,0,0,45,21
47,57,13,11,41,61,29,76,39,0,0,40,73
41,57,10,9,41,49,29,76,39,0,0,40,73
58,57,14,10,41,61,29,76,39,0,0,45,73
31,67,14,10,41,9,29,76,39,0,0,35,73
53,57,10,9,11,61,46,76,19,0,0,35,73
59,57,10,9,44,0,46,76,39,0,0,50,23
29,57,9,8,44,9,74,76,39,0,0,40,73
56,57,14,10,77,9,74,76,19,0,0,38,73
44,37,15,13,41,58,29,76,39,0,0,50,73
27,57,6,5,41,38,78,76,19,0,0,37,55
26,57,12,12,44,58,46,76,19,0,0,40,73
44,57,15,13,41,16,29,76,39,0,0,40,73
27,57,7,6,41,25,29,76,39,0,0,40,73
38,57,12,12,41,9,29,76,39,0,0,45,73
17,57,6,5,44,49,51,76,39,0,0,16,73
33,57,16,14,44,16,46,76,19,0,0,40,73
25,57,12,12,41,16,29,76,39,0,0,45,73
37,57,10,9,41,9,29,76,39,0,0,40,73
28,57,14,10,11,0,46,76,19,0,0,40,73
19,57,10,9,44,25,51,76,39,0,0,40,73
49,18,16,14,41,0,29,76,39,0,0,40,73
64,57,14,10,77,69,46,76,19,0,0,35,73
64,57,14,10,65,49,46,76,39,0,0,40,73
50,18,10,9,44,0,74,4,19,0,0,12,73
43,57,14,10,41,71,29,76,39,0,0,60,73
21,57,8,7,44,49,51,76,39,0,0,42,14
42,57,1,1,41,9,29,76,39,0,0,40,45
34,37,15,13,41,59,29,76,39,0,0,40,73
17,57,14,10,44,0,51,76,39,0,0,20,73
60,64,10,9,41,9,29,76,39,0,0,42,73
25,57,10,9,41,49,29,76,39,0,0,40,43
25,57,15,13,44,16,46,76,19,0,0,40,73
58,57,10,9,41,9,29,76,39,0,0,40,73
34,57,10,9,44,71,74,4,39,0,0,30,73
45,57,10,9,44,16,46,4,19,0,0,40,73
53,18,10,9,41,58,29,76,39,0,0,40,73
37,64,14,10,41,16,29,76,39,0,0,60,73
63,64,10,9,41,49,29,76,39,0,0,12,73
18,57,8,7,44,61,51,76,19,0,0,20,73
25,57,14,10,44,25,46,1,39,0,0,40,73
27,67,16,14,44,58,46,76,19,0,0,50,21
24,57,14,10,44,0,51,76,19,0,0,40,73
18,57,14,10,44,49,51,76,19,0,0,20,73
31,57,5,4,77,0,46,76,19,0,0,35,73
18,57,14,10,44,49,51,76,39,0,0,12,73
50,57,13,11,41,69,29,76,39,0,0,38,73
44,57,10,9,42,0,74,4,19,0,0,40,73
32,57,14,10,41,61,29,76,39,0,0,40,73
36,64,15,13,41,16,29,76,39,0,0,50,31
50,37,16,14,41,58,29,76,39,0,0,50,73
53,57,8,7,41,9,29,76,39,0,0,40,73
17,57,8,7,44,56,51,76,19,0,0,25,73
54,64,7,6,11,49,46,4,19,0,0,10,73
58,57,10,9,11,16,74,76,19,0,0,40,73
51,57,10,9,44,0,46,76,19,0,0,40,73
59,57,15,13,41,16,29,76,39,0,0,60,73
35,67,10,9,44,69,51,76,39,0,0,40,73
53,57,10,9,41,9,29,76,39,0,0,40,73
57,64,16,14,41,58,29,76,39,0,0,40,73
39,57,10,9,41,71,29,76,39,0,0,60,73
24,57,10,9,44,17,74,76,39,0,0,40,73
47,57,10,9,41,38,78,76,19,0,0,40,73
41,37,14,10,41,9,29,76,39,0,0,40,73
33,37,10,9,44,49,74,1,39,0,0,40,73
19,57,9,8,44,25,46,76,39,0,0,40,73
21,67,14,10,44,58,51,76,19,0,0,20,73
46,64,15,13,11,49,74,3,19,0,0,60,66
47,57,14,10,41,16,29,76,39,0,0,45,73
30,57,10,9,44,38,51,76,39,0,0,44,73
18,57,8,7,44,49,51,76,19,0,0,12,73
42,57,10,9,11,17,46,76,39,0,0,44,73
43,64,10,9,41,9,29,76,39,0,0,20,73
64,57,15,13,41,58,29,76,39,0,0,40,73
29,18,10,9,41,69,29,76,39,0,0,40,73
30,57,10,9,44,69,46,76,19,0,0,40,73
42,57,13,11,41,38,29,76,39,0,0,40,73
47,57,15,13,41,16,29,76,39,0,0,50,73
41,37,16,14,41,58,78,3,19,0,0,40,68
18,57,14,10,44,49,51,76,39,0,0,26,73
20,57,9,8,44,9,51,76,39,0,0,40,73
