# prediction,class
2.233944197344852334e-01,0.000000000000000000e+00
1.821520823199862804e-01,0.000000000000000000e+00
7.747610531438611781e-02,0.000000000000000000e+00
1.040973323531818873e-01,0.000000000000000000e+00
1.537353210337527587e-01,0.000000000000000000e+00
8.299904353167977811e-02,0.000000000000000000e+00
2.077253802644658809e-01,0.000000000000000000e+00
2.680907923134030479e-01,0.000000000000000000e+00
8.037994905603687568e-02,0.000000000000000000e+00
1.335639532695512832e-01,0.000000000000000000e+00
1.116351371481007493e-01,0.000000000000000000e+00
9.936655638504840460e-02,0.000000000000000000e+00
1.723284445358194139e-01,0.000000000000000000e+00
6.609232485875768393e-02,0.000000000000000000e+00
7.486673410756206071e-02,0.000000000000000000e+00
1.537351030763518256e-01,0.000000000000000000e+00
1.699328829671860330e-01,0.000000000000000000e+00
2.612800206142080750e-01,0.000000000000000000e+00
9.284999657100381776e-02,0.000000000000000000e+00
1.777142757753491231e-01,0.000000000000000000e+00
1.114988717914067451e-01,0.000000000000000000e+00
2.056631992996476310e-01,0.000000000000000000e+00
1.920412047890658613e-01,0.000000000000000000e+00
1.439370454074727357e-01,0.000000000000000000e+00
9.781151969835663595e-02,0.000000000000000000e+00
1.040205742837245761e-01,0.000000000000000000e+00
1.159919998946728481e-01,0.000000000000000000e+00
1.684875523844871492e-01,0.000000000000000000e+00
4.258203352848527468e-02,0.000000000000000000e+00
3.222344565118717696e-01,1.000000000000000000e+00
3.321733099774203390e-01,1.000000000000000000e+00
1.679190162170265954e-01,0.000000000000000000e+00
3.329962587986943223e-01,1.000000000000000000e+00
2.425957796302397884e-01,0.000000000000000000e+00
1.515618424933927177e-01,0.000000000000000000e+00
7.926639243160019110e-02,0.000000000000000000e+00
8.705658182217116403e-01,1.000000000000000000e+00
1.559107816878258501e-01,0.000000000000000000e+00
2.600624993473407143e-01,0.000000000000000000e+00
1.487732887506155732e-01,0.000000000000000000e+00
6.405237201451935425e-02,0.000000000000000000e+00
2.864898910207258620e-01,1.000000000000000000e+00
2.244348026734075130e-01,0.000000000000000000e+00
7.393390041606456853e-02,0.000000000000000000e+00
1.848662923617671872e-01,0.000000000000000000e+00
1.099584218741649633e-01,0.000000000000000000e+00
2.741873884397467709e-01,1.000000000000000000e+00
1.142383509996513502e-01,0.000000000000000000e+00
8.162822146059711681e-02,0.000000000000000000e+00
7.219669722095792275e-02,0.000000000000000000e+00
1.680574460296123118e-01,0.000000000000000000e+00
8.712734875393474132e-02,0.000000000000000000e+00
1.825635862349454797e-01,0.000000000000000000e+00
9.081546721043570747e-02,0.000000000000000000e+00
1.519379255816315777e-01,0.000000000000000000e+00
1.443595646085588935e-01,0.000000000000000000e+00
1.553569664943229289e-01,0.000000000000000000e+00
7.821067653990423918e-02,0.000000000000000000e+00
1.082529377446283803e-01,0.000000000000000000e+00
9.457883124305341283e-02,0.000000000000000000e+00
3.076161241708930127e-01,1.000000000000000000e+00
3.387561432765123781e-02,0.000000000000000000e+00
1.412481204130700552e-01,0.000000000000000000e+00
1.240789171574056271e-01,0.000000000000000000e+00
7.025577221658765859e-02,0.000000000000000000e+00
2.480053676858056944e-01,0.000000000000000000e+00
1.857504592663614951e-01,0.000000000000000000e+00
2.155050708001571558e-01,0.000000000000000000e+00
2.819986316995163333e-01,1.000000000000000000e+00
1.632056820716993872e-01,0.000000000000000000e+00
1.263645014422216661e-01,0.000000000000000000e+00
2.652583179101579702e-01,0.000000000000000000e+00
1.594478786380401636e-01,0.000000000000000000e+00
1.685152137090689395e-01,0.000000000000000000e+00
1.482234094313675810e-01,0.000000000000000000e+00
9.121158342846602540e-02,0.000000000000000000e+00
6.994351661180936430e-02,0.000000000000000000e+00
1.042578873298002917e-01,0.000000000000000000e+00
2.866010598186051750e-01,1.000000000000000000e+00
2.881867266402071692e-02,0.000000000000000000e+00
8.496880316191923743e-02,0.000000000000000000e+00
3.718174599823917403e-02,0.000000000000000000e+00
1.220562950697269000e-01,0.000000000000000000e+00
4.552814216070397157e-02,0.000000000000000000e+00
4.257438185869782954e-02,0.000000000000000000e+00
1.482604099791863528e-01,0.000000000000000000e+00
1.178778984491725412e-01,0.000000000000000000e+00
8.811632731635593574e-02,0.000000000000000000e+00
2.205318224818833828e-01,0.000000000000000000e+00
8.533631470627719984e-02,0.000000000000000000e+00
1.388226021551961786e-01,0.000000000000000000e+00
1.219129371593678235e-01,0.000000000000000000e+00
1.611290934501636019e-01,0.000000000000000000e+00
2.997087476118871496e-01,1.000000000000000000e+00
2.586322576525159622e-01,0.000000000000000000e+00
1.603694079697946528e-01,0.000000000000000000e+00
7.840494110618181911e-02,0.000000000000000000e+00
2.833840991009529686e-01,1.000000000000000000e+00
1.326229277397028838e-01,0.000000000000000000e+00
2.693564302708958413e-01,0.000000000000000000e+00
1.468269075785114675e-01,0.000000000000000000e+00
1.058376742841607987e-01,0.000000000000000000e+00
8.760106181382210089e-02,0.000000000000000000e+00
1.567920276768598742e-01,0.000000000000000000e+00
1.411768498976521680e-01,0.000000000000000000e+00
1.177675219103357096e-01,0.000000000000000000e+00
1.051833917289802800e-01,0.000000000000000000e+00
9.384746955064937612e-02,0.000000000000000000e+00
1.122470330633777436e-01,0.000000000000000000e+00
1.329295412696057943e-01,0.000000000000000000e+00
1.717446536344022223e-01,0.000000000000000000e+00
1.335224483863887701e-01,0.000000000000000000e+00
2.975946709255674616e-01,1.000000000000000000e+00
3.675057083423896587e-02,0.000000000000000000e+00
7.295786005055018841e-02,0.000000000000000000e+00
1.229873449981703781e-01,0.000000000000000000e+00
1.885987643762459809e-01,0.000000000000000000e+00
7.967804060010708067e-02,0.000000000000000000e+00
1.031580806919550619e-01,0.000000000000000000e+00
1.184401102793902483e-01,0.000000000000000000e+00
1.937839045018952822e-01,0.000000000000000000e+00
1.759045773390760237e-01,0.000000000000000000e+00
1.422700420250272713e-01,0.000000000000000000e+00
8.079926613453572437e-02,0.000000000000000000e+00
1.349681027487191765e-01,0.000000000000000000e+00
7.462749482208455576e-02,0.000000000000000000e+00
2.477737548092787956e-01,0.000000000000000000e+00
2.053655469712307446e-01,0.000000000000000000e+00
8.216472317071893405e-02,0.000000000000000000e+00
9.248194570675977166e-02,0.000000000000000000e+00
1.679370489116036036e-01,0.000000000000000000e+00
2.045684126878669351e-01,0.000000000000000000e+00
1.895495156764794575e-01,0.000000000000000000e+00
1.651656759009336728e-01,0.000000000000000000e+00
7.416074633580996278e-02,0.000000000000000000e+00
3.287487077924661216e-02,0.000000000000000000e+00
1.144136711145357921e-01,0.000000000000000000e+00
7.739944952357455388e-02,0.000000000000000000e+00
1.532325849663475625e-01,0.000000000000000000e+00
1.457815681903039673e-01,0.000000000000000000e+00
1.616117126090557410e-01,0.000000000000000000e+00
3.824538239169062992e-01,1.000000000000000000e+00
1.412565727500020296e-01,0.000000000000000000e+00
6.015932506089646803e-02,0.000000000000000000e+00
3.164084121496058000e-01,1.000000000000000000e+00
9.629481790424648802e-02,0.000000000000000000e+00
7.437785528203538776e-02,0.000000000000000000e+00
1.863003672891004603e-01,0.000000000000000000e+00
1.083104758937816492e-01,0.000000000000000000e+00
1.692421656073760383e-01,0.000000000000000000e+00
2.314522569024433929e-01,0.000000000000000000e+00
1.395699295353202973e-01,0.000000000000000000e+00
1.576410038317226370e-01,0.000000000000000000e+00
1.497668047184477491e-01,0.000000000000000000e+00
1.664270218719732242e-01,0.000000000000000000e+00
1.107349990856325850e-01,0.000000000000000000e+00
2.336060394764017112e-01,0.000000000000000000e+00
2.943646713079959287e-01,1.000000000000000000e+00
1.196864181296927454e-01,0.000000000000000000e+00
1.434174714059859856e-01,0.000000000000000000e+00
1.924740252689125242e-01,0.000000000000000000e+00
8.666119332201324688e-02,0.000000000000000000e+00
1.251057223443155786e-01,0.000000000000000000e+00
6.237403711074099300e-02,0.000000000000000000e+00
1.652761432914840178e-01,0.000000000000000000e+00
2.846433724896006989e-01,1.000000000000000000e+00
1.108661613322047823e-01,0.000000000000000000e+00
8.171928126633234979e-02,0.000000000000000000e+00
5.976709025584092672e-02,0.000000000000000000e+00
1.880310494279583688e-01,0.000000000000000000e+00
1.213096853028782229e-01,0.000000000000000000e+00
1.333665479682517030e-01,0.000000000000000000e+00
2.727574454650356639e-01,1.000000000000000000e+00
7.390573693509069897e-02,0.000000000000000000e+00
4.400414631685176103e-02,0.000000000000000000e+00
7.775424992920917933e-02,0.000000000000000000e+00
2.561727600687817574e-01,0.000000000000000000e+00
1.683628504195774922e-01,0.000000000000000000e+00
1.155575575971046487e-01,0.000000000000000000e+00
7.827744650045043162e-02,0.000000000000000000e+00
1.664213572895394677e-01,0.000000000000000000e+00
2.178603658969694712e-01,0.000000000000000000e+00
7.966585517587387866e-02,0.000000000000000000e+00
1.598483036200521734e-01,0.000000000000000000e+00
5.761351903903208505e-02,0.000000000000000000e+00
7.157421485063261701e-02,0.000000000000000000e+00
1.034797320280118615e-01,0.000000000000000000e+00
9.492753246220980712e-02,0.000000000000000000e+00
2.856176896438963331e-01,1.000000000000000000e+00
3.896333226803477823e-01,1.000000000000000000e+00
6.866994449012911450e-02,0.000000000000000000e+00
1.720413532628496112e-01,0.000000000000000000e+00
3.234349689593184196e-02,0.000000000000000000e+00
1.514691989245298132e-01,0.000000000000000000e+00
5.717420948947912751e-02,0.000000000000000000e+00
8.495779700935227052e-02,0.000000000000000000e+00
3.951537513377891830e-01,1.000000000000000000e+00
1.846098286742657579e-01,0.000000000000000000e+00
1.089861683947006554e-01,0.000000000000000000e+00
4.104323183413843834e-01,1.000000000000000000e+00
2.811380666245991700e-01,1.000000000000000000e+00
5.403216869811602874e-02,0.000000000000000000e+00
6.663960504377397509e-02,0.000000000000000000e+00
3.099123797072574071e-02,0.000000000000000000e+00
2.245644046359739632e-01,0.000000000000000000e+00
1.189704694919981043e-01,0.000000000000000000e+00
1.572795204569155392e-01,0.000000000000000000e+00
2.347983032467707842e-01,0.000000000000000000e+00
8.085523995525131791e-02,0.000000000000000000e+00
2.296657764294128545e-01,0.000000000000000000e+00
6.939022693851512602e-02,0.000000000000000000e+00
8.295768578149978478e-02,0.000000000000000000e+00
1.932678533751919503e-01,0.000000000000000000e+00
1.430835487110066750e-01,0.000000000000000000e+00
5.220958086617000227e-02,0.000000000000000000e+00
1.400206419200663854e-01,0.000000000000000000e+00
1.170637873036457777e-01,0.000000000000000000e+00
1.818450237599953112e-01,0.000000000000000000e+00
1.445460468320848291e-01,0.000000000000000000e+00
8.857458446968389243e-01,1.000000000000000000e+00
7.552714049494715920e-02,0.000000000000000000e+00
1.567853382134430373e-01,0.000000000000000000e+00
1.402064625204241244e-01,0.000000000000000000e+00
1.139487453497057823e-01,0.000000000000000000e+00
3.357597811854889924e-02,0.000000000000000000e+00
1.272062131520221018e-01,0.000000000000000000e+00
3.664588517335702622e-02,0.000000000000000000e+00
2.667983357172994952e-01,0.000000000000000000e+00
2.292615640306450986e-01,0.000000000000000000e+00
8.613702206315160259e-02,0.000000000000000000e+00
8.200729915576071560e-02,0.000000000000000000e+00
1.690490640425512392e-01,0.000000000000000000e+00
3.191200917152501315e-01,1.000000000000000000e+00
1.535507258716899137e-02,0.000000000000000000e+00
1.038367342292030870e-01,0.000000000000000000e+00
1.740797420596701672e-01,0.000000000000000000e+00
1.985019176557225318e-01,0.000000000000000000e+00
8.622130053173418518e-02,0.000000000000000000e+00
2.192147352589789155e-01,0.000000000000000000e+00
1.217680496594242545e-01,0.000000000000000000e+00
7.970295424032797227e-02,0.000000000000000000e+00
1.203912416289915355e-01,0.000000000000000000e+00
3.164681038021929793e-02,0.000000000000000000e+00
9.685041755722112455e-02,0.000000000000000000e+00
8.286233022120079172e-02,0.000000000000000000e+00
1.118823591166137055e-01,0.000000000000000000e+00
1.525906493193183999e-01,0.000000000000000000e+00
7.265078344692457724e-02,0.000000000000000000e+00
2.857144376811489306e-02,0.000000000000000000e+00
5.324001235160666368e-02,0.000000000000000000e+00
1.944118477978999115e-01,0.000000000000000000e+00
1.634005496843186078e-01,0.000000000000000000e+00
2.615810015146706746e-01,0.000000000000000000e+00
7.159321022889639230e-02,0.000000000000000000e+00
1.406619268376331777e-01,0.000000000000000000e+00
1.369813794972345455e-01,0.000000000000000000e+00
1.908576786815505411e-01,0.000000000000000000e+00
1.482712151244062471e-01,0.000000000000000000e+00
8.929413179578557513e-02,0.000000000000000000e+00
1.791346293121529321e-01,0.000000000000000000e+00
2.283156839834881990e-01,0.000000000000000000e+00
1.669960284828596597e-01,0.000000000000000000e+00
4.435726349643077937e-02,0.000000000000000000e+00
1.208794949452767220e-01,0.000000000000000000e+00
5.432419284406589388e-02,0.000000000000000000e+00
1.529289449740296458e-01,0.000000000000000000e+00
1.304348140425986013e-01,0.000000000000000000e+00
2.189494758309918077e-01,0.000000000000000000e+00
1.118449608720815669e-01,0.000000000000000000e+00
6.226462713611019550e-02,0.000000000000000000e+00
1.442734782166184559e-01,0.000000000000000000e+00
1.057190401173284111e-01,0.000000000000000000e+00
6.552287962269687238e-02,0.000000000000000000e+00
7.033169579572798313e-02,0.000000000000000000e+00
1.855403786114762921e-01,0.000000000000000000e+00
8.279982328807516945e-02,0.000000000000000000e+00
1.097033638436180625e-01,0.000000000000000000e+00
1.688107768839848255e-01,0.000000000000000000e+00
7.991194601760284733e-02,0.000000000000000000e+00
1.880083743937114582e-01,0.000000000000000000e+00
2.660910886154022048e-01,0.000000000000000000e+00
1.082039055006449313e-01,0.000000000000000000e+00
1.114178041656131990e-01,0.000000000000000000e+00
6.399266356423838342e-02,0.000000000000000000e+00
6.995665958428748388e-02,0.000000000000000000e+00
4.714586171984287699e-02,0.000000000000000000e+00
1.364729918832346678e-01,0.000000000000000000e+00
7.830085559760832647e-02,0.000000000000000000e+00
6.774517295251203386e-02,0.000000000000000000e+00
1.480868779044725581e-01,0.000000000000000000e+00
1.476897244535284037e-01,0.000000000000000000e+00
1.335400113518745158e-01,0.000000000000000000e+00
1.378886258666880971e-01,0.000000000000000000e+00
1.506279241735578589e-01,0.000000000000000000e+00
8.441959158966433341e-02,0.000000000000000000e+00
1.160444957940112432e-01,0.000000000000000000e+00
1.023548132594238602e-01,0.000000000000000000e+00
1.783179476500769411e-01,0.000000000000000000e+00
2.623423398507015447e-01,0.000000000000000000e+00
6.376080186986546328e-02,0.000000000000000000e+00
6.069416229626251047e-02,0.000000000000000000e+00
9.441552784186468816e-02,0.000000000000000000e+00
1.056329276489131608e-01,0.000000000000000000e+00
1.506594798639865895e-01,0.000000000000000000e+00
1.005574622361930792e-01,0.000000000000000000e+00
2.792015872627567896e-01,1.000000000000000000e+00
1.103216074007863368e-01,0.000000000000000000e+00
1.003344595184202936e-01,0.000000000000000000e+00
2.198052509584229319e-01,0.000000000000000000e+00
3.170675016622144238e-01,1.000000000000000000e+00
9.650378519892699458e-02,0.000000000000000000e+00
1.128902454456212900e-01,0.000000000000000000e+00
2.821762366221500784e-01,1.000000000000000000e+00
1.819090880645287400e-01,0.000000000000000000e+00
1.635317710723964424e-01,0.000000000000000000e+00
2.325257399834380345e-01,0.000000000000000000e+00
2.610089602678010712e-01,0.000000000000000000e+00
1.759426606285538763e-01,0.000000000000000000e+00
1.656045437061837433e-01,0.000000000000000000e+00
9.458708714903130144e-02,0.000000000000000000e+00
5.502743502041795853e-02,0.000000000000000000e+00
1.132250096791203309e-01,0.000000000000000000e+00
3.458056857665595674e-01,1.000000000000000000e+00
1.078205838076172207e-01,0.000000000000000000e+00
5.888821586061146474e-02,0.000000000000000000e+00
1.724257136480026043e-01,0.000000000000000000e+00
1.003754528445639227e-01,0.000000000000000000e+00
2.053933262408648430e-01,0.000000000000000000e+00
1.271369853391390581e-01,0.000000000000000000e+00
4.894003884019369754e-02,0.000000000000000000e+00
8.490694979108170948e-02,0.000000000000000000e+00
4.002029427451786470e-01,1.000000000000000000e+00
1.668717403108795627e-01,0.000000000000000000e+00
1.289663217182703270e-01,0.000000000000000000e+00
2.716970031497984994e-01,0.000000000000000000e+00
7.709022450437125196e-02,0.000000000000000000e+00
9.006996989294069333e-02,0.000000000000000000e+00
4.769073739867703277e-02,0.000000000000000000e+00
1.769847466667174019e-01,0.000000000000000000e+00
1.302366927199923863e-01,0.000000000000000000e+00
1.980175583431819930e-01,0.000000000000000000e+00
1.272737400282860087e-01,0.000000000000000000e+00
6.191314036486258998e-02,0.000000000000000000e+00
1.500244502774693567e-01,0.000000000000000000e+00
2.971582409086520604e-01,1.000000000000000000e+00
7.665482946363030847e-02,0.000000000000000000e+00
1.846741638391911355e-01,0.000000000000000000e+00
3.509452179272147532e-02,0.000000000000000000e+00
1.158519997682367630e-01,0.000000000000000000e+00
2.772531857443123471e-01,1.000000000000000000e+00
3.186147799911247525e-01,1.000000000000000000e+00
9.710919592175393245e-02,0.000000000000000000e+00
3.880317999394526929e-01,1.000000000000000000e+00
1.568758810268156001e-01,0.000000000000000000e+00
1.540443150267307992e-01,0.000000000000000000e+00
1.041016735360525691e-01,0.000000000000000000e+00
3.587822873991490524e-02,0.000000000000000000e+00
3.194830240392249054e-01,1.000000000000000000e+00
3.505030479285426992e-01,1.000000000000000000e+00
5.042785107305347569e-02,0.000000000000000000e+00
2.331190798072751702e-01,0.000000000000000000e+00
3.539343285057915123e-02,0.000000000000000000e+00
4.751328967526152747e-02,0.000000000000000000e+00
2.248688339992952756e-01,0.000000000000000000e+00
3.091770706032073157e-01,1.000000000000000000e+00
3.402860363521926779e-01,1.000000000000000000e+00
3.036233233647464003e-01,1.000000000000000000e+00
8.955062622103468484e-02,0.000000000000000000e+00
2.097105497441625610e-01,0.000000000000000000e+00
6.804857701534750003e-02,0.000000000000000000e+00
1.132690468915805992e-01,0.000000000000000000e+00
1.841977085757307286e-01,0.000000000000000000e+00
1.669334442166504895e-01,0.000000000000000000e+00
7.768762232457734895e-02,0.000000000000000000e+00
5.588581227614222713e-02,0.000000000000000000e+00
6.557256509244452358e-02,0.000000000000000000e+00
5.083702941964021726e-02,0.000000000000000000e+00
8.416505867853335543e-02,0.000000000000000000e+00
8.366929531236125261e-02,0.000000000000000000e+00
4.216039899390048307e-01,1.000000000000000000e+00
1.296023001003138164e-01,0.000000000000000000e+00
6.748595512789729023e-02,0.000000000000000000e+00
1.841269902042803885e-01,0.000000000000000000e+00
3.539343285057915123e-02,0.000000000000000000e+00
1.382507981111894824e-01,0.000000000000000000e+00
2.577443033110803083e-02,0.000000000000000000e+00
6.834819613483242295e-02,0.000000000000000000e+00
1.175542561543466424e-01,0.000000000000000000e+00
8.194019375878722200e-02,0.000000000000000000e+00
1.567318712857077301e-01,0.000000000000000000e+00
8.971981229435316285e-02,0.000000000000000000e+00
1.464026295231214414e-01,0.000000000000000000e+00
2.303249528742143670e-01,0.000000000000000000e+00
5.862826413329338959e-02,0.000000000000000000e+00
2.224767049732336022e-01,0.000000000000000000e+00
1.085776663503857098e-01,0.000000000000000000e+00
1.894770744336117529e-01,0.000000000000000000e+00
1.088739896588209743e-01,0.000000000000000000e+00
7.384018555342797274e-02,0.000000000000000000e+00
