# prediction,class
4.893613893175644547e-01,1.000000000000000000e+00
6.303565142731260007e-01,1.000000000000000000e+00
6.067506347930593513e-01,1.000000000000000000e+00
3.870576748691614277e-01,1.000000000000000000e+00
4.813504011268685545e-01,1.000000000000000000e+00
2.269662407665523352e-01,0.000000000000000000e+00
4.533814852854523014e-01,1.000000000000000000e+00
6.074240346866714990e-01,1.000000000000000000e+00
5.454561210715509478e-01,1.000000000000000000e+00
5.391787842496151839e-01,1.000000000000000000e+00
5.197707457262265018e-01,1.000000000000000000e+00
4.959202761056981101e-01,1.000000000000000000e+00
6.544177235411090532e-01,1.000000000000000000e+00
4.950811828213360632e-01,1.000000000000000000e+00
4.628948883136005943e-01,1.000000000000000000e+00
6.302795768735666160e-01,1.000000000000000000e+00
5.026046316351721055e-01,1.000000000000000000e+00
4.898474551854840042e-01,1.000000000000000000e+00
4.932241038674024525e-01,1.000000000000000000e+00
4.240660160638842768e-01,1.000000000000000000e+00
4.615157729571300882e-01,1.000000000000000000e+00
4.739396141696363696e-01,1.000000000000000000e+00
4.973000637856538342e-01,1.000000000000000000e+00
5.439257877542298392e-01,1.000000000000000000e+00
5.040766645684102709e-01,1.000000000000000000e+00
5.241130378870705320e-01,1.000000000000000000e+00
6.369951415981943699e-01,1.000000000000000000e+00
4.619010842865231004e-01,1.000000000000000000e+00
3.741345324376702530e-01,1.000000000000000000e+00
4.120563798087915064e-01,1.000000000000000000e+00
5.674387676066496855e-01,1.000000000000000000e+00
5.061405049628022734e-01,1.000000000000000000e+00
4.350828966644659790e-01,1.000000000000000000e+00
4.180429984510353192e-01,1.000000000000000000e+00
3.095152368978645319e-01,1.000000000000000000e+00
2.499390206710058460e-01,0.000000000000000000e+00
5.186804146847469044e-01,1.000000000000000000e+00
4.757667906026314952e-01,1.000000000000000000e+00
4.508275690164472715e-01,1.000000000000000000e+00
2.818657950157170688e-01,1.000000000000000000e+00
1.976298022090480500e-01,0.000000000000000000e+00
2.648951028420725162e-01,0.000000000000000000e+00
5.790554205514437669e-01,1.000000000000000000e+00
3.302828661218643047e-01,1.000000000000000000e+00
4.705358128911120152e-01,1.000000000000000000e+00
3.717216284563111817e-01,1.000000000000000000e+00
1.774987726023456724e-01,0.000000000000000000e+00
5.006411158883100621e-01,1.000000000000000000e+00
5.796480140267670222e-01,1.000000000000000000e+00
3.756352097533005585e-01,1.000000000000000000e+00
4.552681157377846954e-01,1.000000000000000000e+00
5.117423741501316847e-01,1.000000000000000000e+00
4.807240291378479524e-01,1.000000000000000000e+00
4.509605242989350726e-01,1.000000000000000000e+00
4.151071053363357688e-01,1.000000000000000000e+00
5.287926703514980176e-01,1.000000000000000000e+00
5.915610330632304903e-01,1.000000000000000000e+00
5.007489026721304581e-01,1.000000000000000000e+00
5.748606599596640665e-01,1.000000000000000000e+00
4.403221839667000870e-01,1.000000000000000000e+00
4.887302845566942056e-01,1.000000000000000000e+00
5.748462020190977517e-01,1.000000000000000000e+00
2.563220695808876570e-01,0.000000000000000000e+00
6.444245091539884118e-01,1.000000000000000000e+00
4.571555943561479429e-01,1.000000000000000000e+00
4.677096655746443288e-01,1.000000000000000000e+00
5.069693129455072889e-01,1.000000000000000000e+00
6.078606712270028245e-01,1.000000000000000000e+00
6.220615877949559058e-01,1.000000000000000000e+00
5.569045526133475921e-01,1.000000000000000000e+00
6.030417128096668966e-01,1.000000000000000000e+00
4.821032395644708757e-01,1.000000000000000000e+00
5.428674965669068042e-01,1.000000000000000000e+00
5.569661796490121830e-01,1.000000000000000000e+00
5.912921376757882541e-01,1.000000000000000000e+00
5.226806594575312825e-01,1.000000000000000000e+00
4.413820729196943349e-01,1.000000000000000000e+00
4.142448229152561057e-01,1.000000000000000000e+00
5.913058595256773797e-01,1.000000000000000000e+00
7.026862400547155829e-01,1.000000000000000000e+00
5.153287672027156985e-01,1.000000000000000000e+00
5.371733234839328741e-01,1.000000000000000000e+00
5.482833451864795871e-01,1.000000000000000000e+00
4.024657475648061311e-01,1.000000000000000000e+00
5.256118508199456585e-01,1.000000000000000000e+00
4.977244690992428389e-01,1.000000000000000000e+00
5.311638539614556009e-01,1.000000000000000000e+00
4.970990880575290038e-01,1.000000000000000000e+00
4.258073227086375256e-01,1.000000000000000000e+00
4.433940283203949839e-01,1.000000000000000000e+00
4.593908353777145237e-01,1.000000000000000000e+00
3.598056124260784472e-01,1.000000000000000000e+00
5.904960661911917708e-01,1.000000000000000000e+00
5.974756763405022486e-01,1.000000000000000000e+00
3.899018791939456996e-01,1.000000000000000000e+00
3.862273848798888354e-01,1.000000000000000000e+00
5.099679605193648824e-01,1.000000000000000000e+00
5.239628697178093653e-01,1.000000000000000000e+00
4.124564610922534236e-01,1.000000000000000000e+00
5.578299206242963715e-01,1.000000000000000000e+00
4.531506895131663937e-01,1.000000000000000000e+00
6.109467459070000439e-01,1.000000000000000000e+00
3.160111317010059206e-01,1.000000000000000000e+00
5.516927540905202099e-01,1.000000000000000000e+00
4.997733712312232290e-01,1.000000000000000000e+00
5.607440564826957630e-01,1.000000000000000000e+00
2.415399898620178287e-01,0.000000000000000000e+00
4.235338526595689990e-01,1.000000000000000000e+00
5.034877393989319883e-01,1.000000000000000000e+00
5.298808268309902481e-01,1.000000000000000000e+00
5.799525850388737025e-01,1.000000000000000000e+00
1.663031844855453467e-01,0.000000000000000000e+00
6.689072680806719129e-01,1.000000000000000000e+00
5.174440778718379930e-01,1.000000000000000000e+00
5.853755428690420315e-01,1.000000000000000000e+00
3.445542397444683047e-01,1.000000000000000000e+00
4.880416271297604025e-01,1.000000000000000000e+00
5.499418887997400418e-01,1.000000000000000000e+00
4.405073974775759460e-01,1.000000000000000000e+00
4.210647515330172563e-01,1.000000000000000000e+00
5.012339284204315737e-01,1.000000000000000000e+00
5.724225133165499191e-01,1.000000000000000000e+00
4.813688363226173994e-01,1.000000000000000000e+00
5.548531207663728315e-01,1.000000000000000000e+00
3.457122360998128308e-01,1.000000000000000000e+00
3.981977694195236728e-01,1.000000000000000000e+00
5.444910925912719302e-01,1.000000000000000000e+00
3.965942757045326506e-01,1.000000000000000000e+00
5.216281682259891195e-01,1.000000000000000000e+00
4.764848820994750378e-01,1.000000000000000000e+00
4.522155510475377449e-01,1.000000000000000000e+00
4.552603127009412498e-01,1.000000000000000000e+00
4.720913506943039684e-01,1.000000000000000000e+00
4.980642436069093737e-01,1.000000000000000000e+00
3.741074091448952643e-01,1.000000000000000000e+00
2.394781329921766566e-01,0.000000000000000000e+00
3.463565131332871916e-01,1.000000000000000000e+00
4.950946710947975449e-01,1.000000000000000000e+00
5.132112678041148568e-01,1.000000000000000000e+00
5.975972837655459946e-01,1.000000000000000000e+00
2.067112207931496026e-01,0.000000000000000000e+00
4.694541570530338381e-01,1.000000000000000000e+00
3.494350356565181226e-01,1.000000000000000000e+00
5.299662850812660864e-01,1.000000000000000000e+00
6.225002878546448404e-01,1.000000000000000000e+00
4.920282342823839583e-01,1.000000000000000000e+00
4.224025272413270971e-01,1.000000000000000000e+00
4.904223754857678363e-01,1.000000000000000000e+00
5.918466262290253965e-01,1.000000000000000000e+00
4.931858632680335974e-01,1.000000000000000000e+00
2.965177645530525652e-01,1.000000000000000000e+00
4.440167754482604590e-01,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
5.637296035722251242e-01,1.000000000000000000e+00
5.682724190594609093e-01,1.000000000000000000e+00
4.552873440533407035e-01,1.000000000000000000e+00
5.252313786359210646e-01,1.000000000000000000e+00
6.851210534007293740e-01,1.000000000000000000e+00
5.733643392926396354e-01,1.000000000000000000e+00
4.889850148384020656e-01,1.000000000000000000e+00
4.414963638784465960e-01,1.000000000000000000e+00
5.497699725142471960e-01,1.000000000000000000e+00
6.554766738615904753e-01,1.000000000000000000e+00
5.007369576203589689e-01,1.000000000000000000e+00
4.825774623845398015e-01,1.000000000000000000e+00
2.930240437117861418e-01,1.000000000000000000e+00
5.859397943259536667e-01,1.000000000000000000e+00
5.271068311635713766e-01,1.000000000000000000e+00
5.937900531789296332e-01,1.000000000000000000e+00
3.794275325431538670e-01,1.000000000000000000e+00
5.058845339445996458e-01,1.000000000000000000e+00
4.254689633371638857e-01,1.000000000000000000e+00
4.911672756448769439e-01,1.000000000000000000e+00
4.432893847886273386e-01,1.000000000000000000e+00
4.141757136004262652e-01,1.000000000000000000e+00
4.308412107610287700e-01,1.000000000000000000e+00
5.863287030634195540e-01,1.000000000000000000e+00
4.673475480992508313e-01,1.000000000000000000e+00
5.578229385529895890e-01,1.000000000000000000e+00
4.660278966955706537e-01,1.000000000000000000e+00
5.355109226635664799e-01,1.000000000000000000e+00
5.547654221317382950e-01,1.000000000000000000e+00
4.801888447058013654e-01,1.000000000000000000e+00
4.837576549217638133e-01,1.000000000000000000e+00
5.637612357304601085e-01,1.000000000000000000e+00
5.361243755609339523e-01,1.000000000000000000e+00
5.299300916779906556e-01,1.000000000000000000e+00
4.107846938331992659e-01,1.000000000000000000e+00
4.135969160251564691e-01,1.000000000000000000e+00
4.713911629884184329e-01,1.000000000000000000e+00
1.734114920989160702e-01,0.000000000000000000e+00
4.048415756549278433e-01,1.000000000000000000e+00
4.847422245157286813e-01,1.000000000000000000e+00
3.469212321455693582e-01,1.000000000000000000e+00
5.692985566034982625e-01,1.000000000000000000e+00
4.218741461481458899e-01,1.000000000000000000e+00
4.219298340658336199e-01,1.000000000000000000e+00
3.294652111305355069e-01,1.000000000000000000e+00
4.935401209731486993e-01,1.000000000000000000e+00
4.304055000802570197e-01,1.000000000000000000e+00
5.130691288705094832e-01,1.000000000000000000e+00
5.160406564423117848e-01,1.000000000000000000e+00
4.440363645810255777e-01,1.000000000000000000e+00
2.918312648429117750e-01,1.000000000000000000e+00
5.232646481044682663e-01,1.000000000000000000e+00
5.399814321529402550e-01,1.000000000000000000e+00
5.259616676017951908e-01,1.000000000000000000e+00
4.837650270831402866e-01,1.000000000000000000e+00
6.017856313149028136e-01,1.000000000000000000e+00
5.074030268955915801e-01,1.000000000000000000e+00
5.252432594713545289e-01,1.000000000000000000e+00
1.634030966513575212e-01,0.000000000000000000e+00
5.201328034041914350e-01,1.000000000000000000e+00
7.220777004278842170e-01,1.000000000000000000e+00
5.953958204588054581e-01,1.000000000000000000e+00
6.401719041915117092e-01,1.000000000000000000e+00
5.477032582742671352e-01,1.000000000000000000e+00
5.736543240892043594e-01,1.000000000000000000e+00
3.115888741589400990e-01,1.000000000000000000e+00
3.008055206118764868e-01,1.000000000000000000e+00
4.745719850082125157e-01,1.000000000000000000e+00
3.972011945312872161e-01,1.000000000000000000e+00
4.044112866234965686e-01,1.000000000000000000e+00
5.056702094736660325e-01,1.000000000000000000e+00
6.044416583280599609e-01,1.000000000000000000e+00
3.643514407189648585e-01,1.000000000000000000e+00
5.835421891934807759e-01,1.000000000000000000e+00
3.849213554522690206e-01,1.000000000000000000e+00
6.406801305926953516e-01,1.000000000000000000e+00
5.032182137655487608e-01,1.000000000000000000e+00
5.055582404303113897e-01,1.000000000000000000e+00
3.574084337154571633e-01,1.000000000000000000e+00
6.571380816444100104e-01,1.000000000000000000e+00
2.378549722506287656e-01,0.000000000000000000e+00
4.773236715668111030e-01,1.000000000000000000e+00
5.402990539753904642e-01,1.000000000000000000e+00
1.935726082932830161e-01,0.000000000000000000e+00
4.457532129153904954e-01,1.000000000000000000e+00
5.322827949703022865e-01,1.000000000000000000e+00
5.013507901723337490e-01,1.000000000000000000e+00
5.176742490195356261e-01,1.000000000000000000e+00
4.412596493196241365e-01,1.000000000000000000e+00
5.169936561453065682e-01,1.000000000000000000e+00
5.365302277351551297e-01,1.000000000000000000e+00
4.988352671936404636e-01,1.000000000000000000e+00
4.906033467634962619e-01,1.000000000000000000e+00
5.102647905833265218e-01,1.000000000000000000e+00
6.067954764806872126e-01,1.000000000000000000e+00
4.525860877122047654e-01,1.000000000000000000e+00
5.511373818452567352e-01,1.000000000000000000e+00
3.450451938074473590e-01,1.000000000000000000e+00
4.873410316440991430e-01,1.000000000000000000e+00
4.861951463708504839e-01,1.000000000000000000e+00
2.285581644546696711e-01,0.000000000000000000e+00
5.167559073008677339e-01,1.000000000000000000e+00
5.232195475956353814e-01,1.000000000000000000e+00
5.016277430571777218e-01,1.000000000000000000e+00
6.357203770764027206e-01,1.000000000000000000e+00
4.367363454391098854e-01,1.000000000000000000e+00
4.776088094353173608e-01,1.000000000000000000e+00
4.959828542856272726e-01,1.000000000000000000e+00
5.855434156293483072e-01,1.000000000000000000e+00
4.466483995886586511e-01,1.000000000000000000e+00
4.760798906713923362e-01,1.000000000000000000e+00
5.916537041479590364e-01,1.000000000000000000e+00
3.599509052353121463e-01,1.000000000000000000e+00
6.366225866517137844e-01,1.000000000000000000e+00
5.701881707882670014e-01,1.000000000000000000e+00
4.423765359175253487e-01,1.000000000000000000e+00
5.446207324146723483e-01,1.000000000000000000e+00
4.896573925960433504e-01,1.000000000000000000e+00
3.865429717553905409e-01,1.000000000000000000e+00
5.081235907938567165e-01,1.000000000000000000e+00
3.659653466068161221e-01,1.000000000000000000e+00
2.045354435163693474e-01,0.000000000000000000e+00
4.989851850227743357e-01,1.000000000000000000e+00
2.748078347838527336e-01,1.000000000000000000e+00
4.449986327008316200e-01,1.000000000000000000e+00
5.265286958806461026e-01,1.000000000000000000e+00
2.944268275104848787e-01,1.000000000000000000e+00
5.103631123789674762e-01,1.000000000000000000e+00
5.269306078748717814e-01,1.000000000000000000e+00
5.249716133015771558e-01,1.000000000000000000e+00
6.060422962470667363e-01,1.000000000000000000e+00
4.084290169855490094e-01,1.000000000000000000e+00
5.157428052903526572e-01,1.000000000000000000e+00
6.127050239159206324e-01,1.000000000000000000e+00
4.029493413889169151e-01,1.000000000000000000e+00
5.044066139851712816e-01,1.000000000000000000e+00
3.113381284099677737e-01,1.000000000000000000e+00
5.113547481027514996e-01,1.000000000000000000e+00
6.256566893351011016e-01,1.000000000000000000e+00
5.327976411808524881e-01,1.000000000000000000e+00
4.045900185024262630e-01,1.000000000000000000e+00
5.214100144807300996e-01,1.000000000000000000e+00
4.705374599385372392e-01,1.000000000000000000e+00
5.354601161580826441e-01,1.000000000000000000e+00
4.461463473838640503e-01,1.000000000000000000e+00
5.025334121851593450e-01,1.000000000000000000e+00
4.275078713911415473e-01,1.000000000000000000e+00
4.913695870102875451e-01,1.000000000000000000e+00
3.321569463091429419e-01,1.000000000000000000e+00
4.598396225821864691e-01,1.000000000000000000e+00
5.585475219893079046e-01,1.000000000000000000e+00
5.853947653234388149e-01,1.000000000000000000e+00
3.803657657337575770e-01,1.000000000000000000e+00
5.737007625434301650e-01,1.000000000000000000e+00
4.767693243340266340e-01,1.000000000000000000e+00
5.621264549798119514e-01,1.000000000000000000e+00
5.303189349551515885e-01,1.000000000000000000e+00
4.612719829606746202e-01,1.000000000000000000e+00
4.293561988660038464e-01,1.000000000000000000e+00
5.703883618720134718e-01,1.000000000000000000e+00
6.974495520566883489e-01,1.000000000000000000e+00
4.024170875668662273e-01,1.000000000000000000e+00
5.885135550683837646e-01,1.000000000000000000e+00
6.629934814460616277e-01,1.000000000000000000e+00
5.648728795652064871e-01,1.000000000000000000e+00
4.533238888310501258e-01,1.000000000000000000e+00
5.796096028627145680e-01,1.000000000000000000e+00
5.439190069496349089e-01,1.000000000000000000e+00
4.154613278957972611e-01,1.000000000000000000e+00
4.950319826437191706e-01,1.000000000000000000e+00
5.429696702758383120e-01,1.000000000000000000e+00
3.163952265485144855e-01,1.000000000000000000e+00
5.446663555486421782e-01,1.000000000000000000e+00
4.772330749525623972e-01,1.000000000000000000e+00
4.393710770402773358e-01,1.000000000000000000e+00
5.360322568594076964e-01,1.000000000000000000e+00
4.279492515671619035e-01,1.000000000000000000e+00
4.101076289866447677e-01,1.000000000000000000e+00
4.256471168918757320e-01,1.000000000000000000e+00
4.351355992679348805e-01,1.000000000000000000e+00
4.807960720649254727e-01,1.000000000000000000e+00
5.783234419926187586e-01,1.000000000000000000e+00
9.252024769910131008e-01,1.000000000000000000e+00
3.873259178560752858e-01,1.000000000000000000e+00
5.784448919533041744e-01,1.000000000000000000e+00
4.856611997151327742e-01,1.000000000000000000e+00
4.617726346133034232e-01,1.000000000000000000e+00
4.008110592564332331e-01,1.000000000000000000e+00
5.555564408405477828e-01,1.000000000000000000e+00
4.242644212700501516e-01,1.000000000000000000e+00
5.553070724385117396e-01,1.000000000000000000e+00
2.745636634311768853e-01,1.000000000000000000e+00
3.608488321033714863e-01,1.000000000000000000e+00
4.911379667586596165e-01,1.000000000000000000e+00
5.814224582037185174e-01,1.000000000000000000e+00
4.927056172139403500e-01,1.000000000000000000e+00
5.087952738288175070e-01,1.000000000000000000e+00
2.868671120289457699e-01,1.000000000000000000e+00
5.395402396900162989e-01,1.000000000000000000e+00
5.044563177783356611e-01,1.000000000000000000e+00
4.530756376042762712e-01,1.000000000000000000e+00
5.276121734813472575e-01,1.000000000000000000e+00
1.761354912070620393e-01,0.000000000000000000e+00
5.282513314427831341e-01,1.000000000000000000e+00
3.434288513324053049e-01,1.000000000000000000e+00
3.352391361255031565e-01,1.000000000000000000e+00
5.750109089102064530e-01,1.000000000000000000e+00
5.599993734163132286e-01,1.000000000000000000e+00
5.100084637990970338e-01,1.000000000000000000e+00
5.624485056775083702e-01,1.000000000000000000e+00
5.123047993704705760e-01,1.000000000000000000e+00
4.225102484637713873e-01,1.000000000000000000e+00
5.611187284137961750e-01,1.000000000000000000e+00
6.138070797748502727e-01,1.000000000000000000e+00
5.441302033692931861e-01,1.000000000000000000e+00
5.221131653595089128e-01,1.000000000000000000e+00
5.833051805242529531e-01,1.000000000000000000e+00
5.775422992531397126e-01,1.000000000000000000e+00
4.721894577203074039e-01,1.000000000000000000e+00
2.834988477927486983e-01,1.000000000000000000e+00
4.790573248344982549e-01,1.000000000000000000e+00
2.862019046049976145e-01,1.000000000000000000e+00
5.080385405674144872e-01,1.000000000000000000e+00
5.084827422124823526e-01,1.000000000000000000e+00
5.289952823938876003e-01,1.000000000000000000e+00
4.569095250764650951e-01,1.000000000000000000e+00
2.287984055296862496e-01,0.000000000000000000e+00
4.256411786055160906e-01,1.000000000000000000e+00
2.756651165857368913e-01,1.000000000000000000e+00
2.288207151769748593e-01,0.000000000000000000e+00
5.045907608587522075e-01,1.000000000000000000e+00
5.030157594761820450e-01,1.000000000000000000e+00
3.860511890000970503e-01,1.000000000000000000e+00
5.170333611806764429e-01,1.000000000000000000e+00
4.422020673551212422e-01,1.000000000000000000e+00
5.226955994054351962e-01,1.000000000000000000e+00
3.730793438039612386e-01,1.000000000000000000e+00
4.436681481440168939e-01,1.000000000000000000e+00
4.483068722250224125e-01,1.000000000000000000e+00
3.974687861676157175e-01,1.000000000000000000e+00
5.051437234430499190e-01,1.000000000000000000e+00
5.165960269808280714e-01,1.000000000000000000e+00
5.366242562799252713e-01,1.000000000000000000e+00
5.247000874937125525e-01,1.000000000000000000e+00
5.276626294841423315e-01,1.000000000000000000e+00
3.461836028900286966e-01,1.000000000000000000e+00
5.373673995040872953e-01,1.000000000000000000e+00
5.270785532618114111e-01,1.000000000000000000e+00
4.560313878152063571e-01,1.000000000000000000e+00
4.893938770217134415e-01,1.000000000000000000e+00
4.842817384449171758e-01,1.000000000000000000e+00
4.348432658090300995e-01,1.000000000000000000e+00
3.114838516618851916e-01,1.000000000000000000e+00
3.463204228575859078e-01,1.000000000000000000e+00
4.889500718978455618e-01,1.000000000000000000e+00
1.661937560530044877e-01,0.000000000000000000e+00
4.155801529840662534e-01,1.000000000000000000e+00
2.716856664459236237e-01,0.000000000000000000e+00
3.778712991744876959e-01,1.000000000000000000e+00
3.361853348788529372e-01,1.000000000000000000e+00
5.742283364802519552e-01,1.000000000000000000e+00
2.488909644757946460e-01,0.000000000000000000e+00
4.202344408897973338e-01,1.000000000000000000e+00
3.225127572044236279e-01,1.000000000000000000e+00
5.441579139187449066e-01,1.000000000000000000e+00
3.739544599359090338e-01,1.000000000000000000e+00
4.999929365511258661e-01,1.000000000000000000e+00
2.662445627460712227e-01,0.000000000000000000e+00
5.759545246806144769e-01,1.000000000000000000e+00
3.126465622337510908e-01,1.000000000000000000e+00
4.303284097896861171e-01,1.000000000000000000e+00
5.750714277884528824e-01,1.000000000000000000e+00
6.213203257502377674e-01,1.000000000000000000e+00
5.066626745740674398e-01,1.000000000000000000e+00
4.618169536353100568e-01,1.000000000000000000e+00
4.385245432470465943e-01,1.000000000000000000e+00
5.358981318560105400e-01,1.000000000000000000e+00
4.360139456525874424e-01,1.000000000000000000e+00
5.972040333422510283e-01,1.000000000000000000e+00
5.646452158407206934e-01,1.000000000000000000e+00
5.644708023408189224e-01,1.000000000000000000e+00
3.731542152649524047e-01,1.000000000000000000e+00
5.414123594372768355e-01,1.000000000000000000e+00
5.186876511793179212e-01,1.000000000000000000e+00
4.980095282932506251e-01,1.000000000000000000e+00
6.300154029577281767e-01,1.000000000000000000e+00
4.802237871853611839e-01,1.000000000000000000e+00
4.434129666069367426e-01,1.000000000000000000e+00
1.635948599023159256e-01,0.000000000000000000e+00
1.947601224523277941e-01,0.000000000000000000e+00
5.281762923571404755e-01,1.000000000000000000e+00
6.096395586193517069e-01,1.000000000000000000e+00
4.895432937026892306e-01,1.000000000000000000e+00
3.674006659481937609e-01,1.000000000000000000e+00
6.165708233324617149e-01,1.000000000000000000e+00
5.025650665630467806e-01,1.000000000000000000e+00
5.343434943423166494e-01,1.000000000000000000e+00
6.191189543610032819e-01,1.000000000000000000e+00
4.780686351774129372e-01,1.000000000000000000e+00
4.550765974455142082e-01,1.000000000000000000e+00
4.060674765565828181e-01,1.000000000000000000e+00
5.637122551502805612e-01,1.000000000000000000e+00
3.295992843255343141e-01,1.000000000000000000e+00
5.456492719080255904e-01,1.000000000000000000e+00
4.427553192065988297e-01,1.000000000000000000e+00
4.055386500526104721e-01,1.000000000000000000e+00
5.434506207363356545e-01,1.000000000000000000e+00
6.505362829180294515e-01,1.000000000000000000e+00
5.106914012344019316e-01,1.000000000000000000e+00
5.091099867172405036e-01,1.000000000000000000e+00
5.238986016565621018e-01,1.000000000000000000e+00
3.612799772527964803e-01,1.000000000000000000e+00
5.237134006274422049e-01,1.000000000000000000e+00
5.989198626630414246e-01,1.000000000000000000e+00
4.204017946704599051e-01,1.000000000000000000e+00
6.484081222851629800e-01,1.000000000000000000e+00
5.870458732132800561e-01,1.000000000000000000e+00
5.795700375799756054e-01,1.000000000000000000e+00
5.140357320672260810e-01,1.000000000000000000e+00
4.375303850853823340e-01,1.000000000000000000e+00
5.763828126011398822e-01,1.000000000000000000e+00
5.543376641776356362e-01,1.000000000000000000e+00
4.070860287653517151e-01,1.000000000000000000e+00
4.795727800487745718e-01,1.000000000000000000e+00
4.795995727674362552e-01,1.000000000000000000e+00
4.428363169363591645e-01,1.000000000000000000e+00
4.838312520757672708e-01,1.000000000000000000e+00
5.766380795236540902e-01,1.000000000000000000e+00
5.363907089091610736e-01,1.000000000000000000e+00
5.573365964858594257e-01,1.000000000000000000e+00
5.569785128436430810e-01,1.000000000000000000e+00
5.255129932522172309e-01,1.000000000000000000e+00
4.004947498737351230e-01,1.000000000000000000e+00
4.009739908043291612e-01,1.000000000000000000e+00
3.701781569366499047e-01,1.000000000000000000e+00
4.904895482182345390e-01,1.000000000000000000e+00
4.110608449703960776e-01,1.000000000000000000e+00
3.924449958791051962e-01,1.000000000000000000e+00
2.518211226817624881e-01,0.000000000000000000e+00
2.879117466877321174e-01,1.000000000000000000e+00
5.249723126811011165e-01,1.000000000000000000e+00
5.336792057329126093e-01,1.000000000000000000e+00
6.058445087905491855e-01,1.000000000000000000e+00
2.990707111531057949e-01,1.000000000000000000e+00
1.582100342605456400e-01,0.000000000000000000e+00
4.889742851980530824e-01,1.000000000000000000e+00
5.029327629207928085e-01,1.000000000000000000e+00
5.979838264319808916e-01,1.000000000000000000e+00
4.644748188377092468e-01,1.000000000000000000e+00
4.189944417291284751e-01,1.000000000000000000e+00
5.559678153752724006e-01,1.000000000000000000e+00
1.920309745609886931e-01,0.000000000000000000e+00
4.940657941540038678e-01,1.000000000000000000e+00
4.923147344438032480e-01,1.000000000000000000e+00
5.093606683540188307e-01,1.000000000000000000e+00
4.696687372443275610e-01,1.000000000000000000e+00
4.875193637025185822e-01,1.000000000000000000e+00
4.758325455364932344e-01,1.000000000000000000e+00
4.260166856855376327e-01,1.000000000000000000e+00
4.484049868669517380e-01,1.000000000000000000e+00
4.907562330507460047e-01,1.000000000000000000e+00
4.629517254389586833e-01,1.000000000000000000e+00
